clock_offset,imu_longitude,imu_latitude,roll,pitch,yaw,accel_x,accel_y,accel_z,accel_composite,gyro_composite,vel_composite,compass_interference,temperature,tilt_inclination,imu_pos_north,imu_pos_east,imu_pos_down,delta_vel_north,delta_vel_east,delta_vel_down,pos_error,total_gyro_z,total_gyro_x,total_gyro_y,dist_travelled,direction_travel_magnetic,direction_travel_true,altitude_counter,gps_longitude,gps_latitude,gps_timestamp,gps_heightMSL,gps_hdop,gps_pdop,gps_speed_accuracy,num_satellites,gps_vel_north,gps_vel_east,gps_vel_down,control_mode,battery_very_low,battery_level1,batter_go_home,batter_go_home_time,batter_land_time,oa_emergency_brake,hover_point_uncertainty3,velocity_uncertainty3,flight_sequence,anomaly_label,anomaly_score
585.387,-106.21961750231787,39.96102544046671,-9.323185437881513,-14.073068466173575,25.412919866694136,-0.23141313,0.33025435,-1.2301016,1.2945153,6.829735,13.160056,1511.0,64.98,16.681215771458355,227.94141237541572,144.1858992189146,7.330191629737612,0.0527250382580746,-0.2334775906319879,0.1678192005271003,False,-0.0932788759585392,22.64161806940139,-59.05521149057279,280.82551845812054,15.642611578200224,15.642611578200224,35363.0,-106.2196267,39.9609998,2018-06-19 20:12:41+00:00,2513.961,0.66,1.09,7.07,8.0,12.77,3.32,-0.28,GPS_Atti,0.0,0.0,19.0,53.0,10.0,False,0.0,0.98821914,flight04,1,0.08936825978858004
585.472,-106.21961750231787,39.96102544046671,-9.323185437881513,-14.073068466173575,25.412919866694136,-0.23141313,0.33025435,-1.2301016,1.2945153,6.829735,13.160056,1511.0,64.98,16.681215771458355,227.94141237541572,144.1858992189146,7.330191629737612,0.0527250382580746,-0.2334775906319879,0.1678192005271003,False,-0.0932788759585392,22.64161806940139,-59.05521149057279,280.82551845812054,15.642611578200224,15.642611578200224,35363.0,-106.2196267,39.9609998,2018-06-19 20:12:41+00:00,2513.961,0.66,1.09,7.07,8.0,12.77,3.32,-0.28,GPS_Atti,0.0,0.0,19.0,53.0,10.0,False,0.0,0.98821914,flight04,1,0.08936825978858004
585.513,-106.21961313476513,39.96103712413551,-11.40374384033842,-13.630577151751291,25.151886005346235,-0.20939513,0.32591283,-0.9004563,0.98024845,14.664519,13.265172,1509.0,64.95,17.50599340411061,229.21110568686515,144.5520979792773,7.303631084576239,-0.015398779185773,-0.365959404062774,0.3155781910532996,False,-0.173596093865207,21.94228003203172,-58.42463776328043,282.1769594044293,15.98826189569676,15.98826189569676,35403.0,-106.2196267,39.9609998,2018-06-19 20:12:41+00:00,2513.961,0.66,1.09,7.07,8.0,12.77,3.32,-0.28,GPS_Atti,0.0,0.0,19.0,53.0,10.0,False,0.0,0.98821914,flight04,1,0.09905988689517997
585.551,-106.21961313476513,39.96103712413551,-11.40374384033842,-13.630577151751291,25.151886005346235,-0.20939513,0.32591283,-0.9004563,0.98024845,14.664519,13.265172,1509.0,64.95,17.50599340411061,229.21110568686515,144.5520979792773,7.303631084576239,-0.015398779185773,-0.365959404062774,0.3155781910532996,False,-0.173596093865207,21.94228003203172,-58.42463776328043,282.1769594044293,15.98826189569676,15.98826189569676,35403.0,-106.2196186,39.9610227,2018-06-19 20:12:42+00:00,2513.993,0.66,1.09,7.07,8.0,12.72,3.43,-0.24,GPS_Atti,0.0,0.0,19.0,53.0,10.0,False,0.0,0.9861444,flight04,1,0.09905988689517997
585.587,-106.2196088251318,39.96104826523282,-13.040305262852495,-15.136031448477617,24.65788247296023,-0.16498825,0.31947455,-0.6848147,0.7734703,18.08569,13.253772,1510.0,64.96,19.60106026443492,230.48034958036976,144.93079929032598,7.278998309536121,0.0307075593152035,-0.4926872235055231,0.1298795924300239,False,-0.1560512469152755,20.629943357605967,-58.763020150523175,283.46909771643976,16.514701608224424,16.514701608224424,35443.0,-106.2196186,39.9610227,2018-06-19 20:12:42+00:00,2513.993,0.66,1.09,7.07,8.0,12.72,3.43,-0.24,GPS_Atti,0.0,0.0,19.0,53.0,10.0,False,0.0,0.9861444,flight04,1,0.08607488791033008
585.674,-106.2196088251318,39.96104826523282,-13.040305262852495,-15.136031448477617,24.65788247296023,-0.16498825,0.31947455,-0.6848147,0.7734703,18.08569,13.253772,1510.0,64.96,19.60106026443492,230.48034958036976,144.93079929032598,7.278998309536121,0.0307075593152035,-0.4926872235055231,0.1298795924300239,False,-0.1560512469152755,20.629943357605967,-58.763020150523175,283.46909771643976,16.514701608224424,16.514701608224424,35443.0,-106.2196186,39.9610227,2018-06-19 20:12:42+00:00,2513.993,0.66,1.09,7.07,8.0,12.72,3.43,-0.24,GPS_Atti,0.0,0.0,19.0,53.0,10.0,False,0.0,0.9861444,flight04,1,0.08607488791033008
585.713,-106.2196038780274,39.96106066531276,-11.991357662768433,-14.637248543520426,24.91928314799449,-0.19654387,0.348569,-0.85523766,0.94422525,20.708736,13.246887,1523.0,64.96,18.6052227440529,231.74737726415867,145.32274154802786,7.27265756046728,0.2335162922928919,-0.2130426521213051,-0.012350313310893,False,-0.0880795069972819,20.339016883925083,-58.424704714139466,284.91094995694755,17.00328402327887,17.00328402327887,35483.0,-106.2196186,39.9610227,2018-06-19 20:12:42+00:00,2513.993,0.66,1.09,7.07,8.0,12.72,3.43,-0.24,GPS_Atti,0.0,0.0,19.0,53.0,10.0,False,0.0,0.9861444,flight04,1,0.10153507416044988
585.751,-106.2196038780274,39.96106066531276,-11.991357662768433,-14.637248543520426,24.91928314799449,-0.19654387,0.348569,-0.85523766,0.94422525,20.708736,13.246887,1523.0,64.96,18.6052227440529,231.74737726415867,145.32274154802786,7.27265756046728,0.2335162922928919,-0.2130426521213051,-0.012350313310893,False,-0.0880795069972819,20.339016883925083,-58.424704714139466,284.91094995694755,17.00328402327887,17.00328402327887,35483.0,-106.2196099,39.9610456,2018-06-19 20:12:42+00:00,2514.077,0.66,1.09,7.07,8.0,12.72,3.7,-0.28,GPS_Atti,0.0,0.0,19.0,53.0,10.0,False,0.0,0.9873494,flight04,1,0.1015966808391921
585.787,-106.21959917904688,39.96107195450728,-11.703217172780224,-12.661763765999003,25.06720013040717,-0.2116733,0.32626644,-0.9767446,1.0513256,19.084995,13.24714,1530.0,64.99,16.992352297981142,233.0070930958808,145.7261586154264,7.277206422264328,0.2734208867142786,-0.3380567188174721,-0.0494652985980825,False,0.1115128789894797,21.20660866942491,-56.66898280654243,286.22858876398845,17.694645917943916,17.694645917943916,35523.0,-106.2196099,39.9610456,2018-06-19 20:12:42+00:00,2514.077,0.66,1.09,7.07,8.0,12.72,3.7,-0.28,GPS_Atti,0.0,0.0,20.0,52.0,10.0,False,0.0,0.9873494,flight04,1,0.10171273899995747
585.872,-106.21959917904688,39.96107195450728,-11.703217172780224,-12.661763765999003,25.06720013040717,-0.2116733,0.32626644,-0.9767446,1.0513256,19.084995,13.24714,1530.0,64.99,16.992352297981142,233.0070930958808,145.7261586154264,7.277206422264328,0.2734208867142786,-0.3380567188174721,-0.0494652985980825,False,0.1115128789894797,21.20660866942491,-56.66898280654243,286.22858876398845,17.694645917943916,17.694645917943916,35523.0,-106.2196099,39.9610456,2018-06-19 20:12:42+00:00,2514.077,0.66,1.09,7.07,8.0,12.72,3.7,-0.28,GPS_Atti,0.0,0.0,20.0,52.0,10.0,False,0.0,0.9873494,flight04,1,0.10171273899995747
585.913,-106.21959424946132,39.96108335138754,-12.653217138604996,-12.430080880558473,24.911420125696747,-0.21300563,0.3097113,-0.93701005,1.0095941,25.118792,13.23492,1520.0,64.97,17.464453037807544,234.26434899295225,146.14301346301278,7.281671015520999,0.3288799092362513,-0.4669100398929116,-0.0104987918784933,False,0.2093392063686323,20.518885043100468,-56.23462713607262,287.56369415872547,18.34202188166122,18.34202188166122,35563.0,-106.2196099,39.9610456,2018-06-19 20:12:42+00:00,2514.077,0.66,1.09,7.07,8.0,12.72,3.7,-0.28,GPS_Atti,0.0,0.0,20.0,52.0,10.0,False,0.0,0.9873494,flight04,1,0.09385280982043553
585.951,-106.21959424946132,39.96108335138754,-12.653217138604996,-12.430080880558473,24.911420125696747,-0.21300563,0.3097113,-0.93701005,1.0095941,25.118792,13.23492,1520.0,64.97,17.464453037807544,234.26434899295225,146.14301346301278,7.281671015520999,0.3288799092362513,-0.4669100398929116,-0.0104987918784933,False,0.2093392063686323,20.518885043100468,-56.23462713607262,287.56369415872547,18.34202188166122,18.34202188166122,35563.0,-106.2196005,39.9610683,2018-06-19 20:12:42+00:00,2514.091,0.66,1.09,7.07,8.0,12.56,4.0,-0.21,GPS_Atti,0.0,0.0,20.0,52.0,10.0,False,0.0,0.98722404,flight04,1,0.09385280982043553
585.987,-106.21958946002644,39.96109415413328,-13.839061279809597,-12.772872928928525,24.7352693251966,-0.21297428,0.3284484,-0.9704913,1.0464654,11.981629,13.215417,1526.0,64.98,18.509540108274447,235.51567324867017,146.5700458173879,7.284325170175009,0.3767371937821497,-0.5467445011050698,-0.0133021771362142,False,0.2604161393826061,18.728873784770272,-56.6185814786146,288.8323675030883,18.7688857325714,18.7688857325714,35603.0,-106.2196005,39.9610683,2018-06-19 20:12:42+00:00,2514.091,0.66,1.09,7.07,8.0,12.56,4.0,-0.21,GPS_Atti,0.0,0.0,20.0,52.0,10.0,False,0.0,0.98722404,flight04,1,0.09546386162203263
586.074,-106.21958946002644,39.96109415413328,-13.839061279809597,-12.772872928928525,24.7352693251966,-0.21297428,0.3284484,-0.9704913,1.0464654,11.981629,13.215417,1526.0,64.98,18.509540108274447,235.51567324867017,146.5700458173879,7.284325170175009,0.3767371937821497,-0.5467445011050698,-0.0133021771362142,False,0.2604161393826061,18.728873784770272,-56.6185814786146,288.8323675030883,18.7688857325714,18.7688857325714,35603.0,-106.2196005,39.9610683,2018-06-19 20:12:42+00:00,2514.091,0.66,1.09,7.07,8.0,12.56,4.0,-0.21,GPS_Atti,0.0,0.0,20.0,52.0,10.0,False,0.0,0.98722404,flight04,1,0.09546386162203263
586.113,-106.21958426801584,39.96110558888464,-14.094833184974718,-12.492356800417896,24.78988867995141,-0.22325753,0.3121988,-1.0112677,1.0816535,4.907829,13.175188,1534.0,64.98,18.51362468862516,236.7627226115345,147.00524814168517,7.284237570751259,0.0650416951722387,-0.2055463702038116,0.0223751104754172,False,0.3139790916172487,18.35185305133929,-56.7614951785796,290.17865551200344,19.189156659128635,19.189156659128635,35643.0,-106.2196005,39.9610683,2018-06-19 20:12:42+00:00,2514.091,0.66,1.09,7.07,8.0,12.56,4.0,-0.21,GPS_Atti,0.0,0.0,20.0,52.0,10.0,False,0.0,0.98722404,flight04,1,0.10269357272126584
586.154,-106.21958426801584,39.96110558888464,-14.094833184974718,-12.492356800417896,24.78988867995141,-0.22325753,0.3121988,-1.0112677,1.0816535,4.907829,13.175188,1534.0,64.98,18.51362468862516,236.7627226115345,147.00524814168517,7.284237570751259,0.0650416951722387,-0.2055463702038116,0.0223751104754172,False,0.3139790916172487,18.35185305133929,-56.7614951785796,290.17865551200344,19.189156659128635,19.189156659128635,35643.0,-106.2195908,39.9610908,2018-06-19 20:12:42+00:00,2514.114,0.66,1.09,7.08,8.0,12.51,4.15,-0.17,GPS_Atti,0.0,0.0,20.0,52.0,10.0,False,0.0,0.98653394,flight04,1,0.10269357272126584
586.187,-106.21957934129053,39.96111589829,-14.786086119603944,-12.516609934335316,24.636398442815956,-0.21798745,0.29314163,-0.9785897,1.0445517,5.135242,13.160503,1524.0,64.95,19.029160123652822,238.0023594004068,147.4459137690929,7.277259964984012,0.0996724706238989,-0.2578539759472198,0.1026465743166171,False,0.2272872323944383,18.361269422413912,-56.71233562517557,291.39949185732905,20.117310505457475,20.117310505457475,35683.0,-106.2195908,39.9610908,2018-06-19 20:12:42+00:00,2514.114,0.66,1.09,7.08,8.0,12.51,4.15,-0.17,GPS_Atti,0.0,0.0,20.0,52.0,10.0,False,0.0,0.98653394,flight04,1,0.10055167242561142
586.272,-106.21957934129053,39.96111589829,-14.786086119603944,-12.516609934335316,24.636398442815956,-0.21798745,0.29314163,-0.9785897,1.0445517,5.135242,13.160503,1524.0,64.95,19.029160123652822,238.0023594004068,147.4459137690929,7.277259964984012,0.0996724706238989,-0.2578539759472198,0.1026465743166171,False,0.2272872323944383,18.361269422413912,-56.71233562517557,291.39949185732905,20.117310505457475,20.117310505457475,35683.0,-106.2195908,39.9610908,2018-06-19 20:12:42+00:00,2514.114,0.66,1.09,7.08,8.0,12.51,4.15,-0.17,GPS_Atti,0.0,0.0,20.0,52.0,10.0,False,0.0,0.98653394,flight04,1,0.10055167242561142
586.313,-106.21957395657276,39.96112731952528,-15.153663342114006,-12.719486729335715,24.602555960625967,-0.20522106,0.28329805,-0.9646979,1.0261654,11.097098,13.150735,1520.0,64.97,19.42034171803001,239.2413728882292,147.88937292319957,7.264687983346619,0.1077825170106177,-0.2506327540233917,0.134051233468648,False,0.2406879944243982,18.40360209529173,-57.05113728543768,292.7498536953717,19.868284884108004,19.868284884108004,35723.0,-106.2195908,39.9610908,2018-06-19 20:12:42+00:00,2514.114,0.66,1.09,7.08,8.0,12.51,4.15,-0.17,GPS_Atti,0.0,0.0,20.0,52.0,10.0,False,0.0,0.98653394,flight04,1,0.1024323156786362
586.349,-106.21957395657276,39.96112731952528,-15.153663342114006,-12.719486729335715,24.602555960625967,-0.20522106,0.28329805,-0.9646979,1.0261654,11.097098,13.150735,1520.0,64.97,19.42034171803001,239.2413728882292,147.88937292319957,7.264687983346619,0.1077825170106177,-0.2506327540233917,0.134051233468648,False,0.2406879944243982,18.40360209529173,-57.05113728543768,292.7498536953717,19.868284884108004,19.868284884108004,35723.0,-106.2195808,39.9611133,2018-06-19 20:12:42+00:00,2514.156,0.66,1.09,7.08,8.0,12.48,4.25,-0.19,GPS_Atti,0.0,0.0,20.0,52.0,10.0,False,0.0,0.9849873,flight04,1,0.1024323156786362
586.387,-106.21956880138752,39.96113818794941,-14.989702420988142,-13.766459861125062,24.64861909999679,-0.19146347,0.27895066,-0.9467879,1.0054249,9.378708,13.18087,1527.0,64.96,19.947481681913036,240.48014842383225,148.33406744739392,7.249962491515532,0.0893098455018286,-0.287980070765335,0.1458807437998019,False,0.2974606513068565,18.467628408368924,-57.981670432621854,294.03575845264737,19.979350821212517,19.979350821212517,35763.0,-106.2195808,39.9611133,2018-06-19 20:12:42+00:00,2514.156,0.66,1.09,7.08,8.0,12.48,4.25,-0.19,GPS_Atti,0.0,0.0,20.0,52.0,10.0,False,0.0,0.9849873,flight04,1,0.09956208141581746
586.472,-106.21956880138752,39.96113818794941,-14.989702420988142,-13.766459861125062,24.64861909999679,-0.19146347,0.27895066,-0.9467879,1.0054249,9.378708,13.18087,1527.0,64.96,19.947481681913036,240.48014842383225,148.33406744739392,7.249962491515532,0.0893098455018286,-0.287980070765335,0.1458807437998019,False,0.2974606513068565,18.467628408368924,-57.981670432621854,294.03575845264737,19.979350821212517,19.979350821212517,35763.0,-106.2195808,39.9611133,2018-06-19 20:12:42+00:00,2514.156,0.66,1.09,7.08,8.0,12.48,4.25,-0.19,GPS_Atti,0.0,0.0,20.0,52.0,10.0,False,0.0,0.9849873,flight04,1,0.09956208141581746
586.513,-106.21956343061332,39.96114963122079,-14.839349773754629,-13.413725791435086,24.645460487682485,-0.19160382,0.28314346,-0.93278944,0.99346787,7.7290773,13.22524,1522.0,64.97,19.619740031737585,241.7230900559715,148.78053814382935,7.234402579632558,-0.2053837670445624,-0.0191718524262292,-0.1747933765817885,False,0.3328085957016,18.44226242443257,-58.06029685692886,295.3880222129224,19.78563940339831,19.78563940339831,35803.0,-106.2195808,39.9611133,2018-06-19 20:12:42+00:00,2514.156,0.66,1.09,7.08,8.0,12.48,4.25,-0.19,GPS_Atti,0.0,0.0,20.0,52.0,10.0,False,0.0,0.9849873,flight04,1,0.10371867401913715
586.549,-106.21956343061332,39.96114963122079,-14.839349773754629,-13.413725791435086,24.645460487682485,-0.19160382,0.28314346,-0.93278944,0.99346787,7.7290773,13.22524,1522.0,64.97,19.619740031737585,241.7230900559715,148.78053814382935,7.234402579632558,-0.2053837670445624,-0.0191718524262292,-0.1747933765817885,False,0.3328085957016,18.44226242443257,-58.06029685692886,295.3880222129224,19.78563940339831,19.78563940339831,35803.0,-106.2195706,39.9611359,2018-06-19 20:12:43+00:00,2514.205,0.66,1.09,7.07,8.0,12.51,4.33,-0.21,GPS_Atti,0.0,0.0,20.0,52.0,10.0,False,0.0,0.98568827,flight04,1,0.10371867401913715
586.587,-106.21955831761628,39.96116055137082,-14.483441001921566,-12.732085659141692,24.78570043089782,-0.19229606,0.27877674,-0.93059385,0.99030256,10.980805,13.258203,1515.0,65.05,18.941477412698315,242.96833928204967,149.22727331892298,7.21967577865297,-0.2322363747716131,-0.0426360553070885,-0.1957628270555739,False,0.3166522584603726,18.718836085347007,-57.17249101771415,296.6781149246059,19.741984366941097,19.741984366941097,35843.0,-106.2195706,39.9611359,2018-06-19 20:12:43+00:00,2514.205,0.66,1.09,7.07,8.0,12.51,4.33,-0.21,GPS_Atti,0.0,0.0,20.0,52.0,10.0,False,0.0,0.98568827,flight04,1,0.1007434995787641
586.672,-106.21955831761628,39.96116055137082,-14.483441001921566,-12.732085659141692,24.78570043089782,-0.19229606,0.27877674,-0.93059385,0.99030256,10.980805,13.258203,1515.0,65.05,18.941477412698315,242.96833928204967,149.22727331892298,7.21967577865297,-0.2322363747716131,-0.0426360553070885,-0.1957628270555739,False,0.3166522584603726,18.718836085347007,-57.17249101771415,296.6781149246059,19.741984366941097,19.741984366941097,35843.0,-106.2195706,39.9611359,2018-06-19 20:12:43+00:00,2514.205,0.66,1.09,7.07,8.0,12.51,4.33,-0.21,GPS_Atti,0.0,0.0,20.0,52.0,10.0,False,0.0,0.98568827,flight04,1,0.1007434995787641
586.713,-106.21955294398188,39.961172092101314,-13.895619076010648,-12.389491363047709,24.86237730992588,-0.19295637,0.2605227,-0.9432695,0.99742746,10.312851,13.303555,1515.0,64.97,18.306623610133784,244.219463713196,149.67651927634785,7.208602093707384,-0.2771763695836249,-0.0529805606171471,-0.2483236631323104,False,0.3589813071254966,19.29524510767079,-56.40097726065108,298.0406626981496,19.64102376930079,19.64102376930079,35883.0,-106.2195706,39.9611359,2018-06-19 20:12:43+00:00,2514.205,0.66,1.09,7.07,8.0,12.51,4.33,-0.21,GPS_Atti,0.0,0.0,20.0,52.0,10.0,False,0.0,0.98568827,flight04,1,0.10783607616312901
586.748,-106.21955294398188,39.961172092101314,-13.895619076010648,-12.389491363047709,24.86237730992588,-0.19295637,0.2605227,-0.9432695,0.99742746,10.312851,13.303555,1515.0,64.97,18.306623610133784,244.219463713196,149.67651927634785,7.208602093707384,-0.2771763695836249,-0.0529805606171471,-0.2483236631323104,False,0.3589813071254966,19.29524510767079,-56.40097726065108,298.0406626981496,19.64102376930079,19.64102376930079,35883.0,-106.2195603,39.9611582,2018-06-19 20:12:43+00:00,2514.236,0.66,1.09,7.07,8.0,12.44,4.41,-0.19,GPS_Atti,0.0,0.0,20.0,52.0,10.0,False,0.0,0.98753583,flight04,1,0.10783607616312901
586.787,-106.21954779701976,39.96118307566621,-12.80602832217702,-11.911456009235636,25.22591627015115,-0.18743667,0.2716317,-0.9859171,1.0396868,10.482915,13.322606,1509.0,64.98,17.228837361519236,245.47160549731584,150.12771322046234,7.199800888015204,-0.283111084854621,-0.0925651973053796,-0.2409533550907378,False,0.4930287621707165,20.15782466862585,-55.84433275971935,299.3383701792049,19.7571131587348,19.7571131587348,35923.0,-106.2195603,39.9611582,2018-06-19 20:12:43+00:00,2514.236,0.66,1.09,7.07,8.0,12.44,4.41,-0.19,GPS_Atti,0.0,0.0,20.0,52.0,10.0,False,0.0,0.98753583,flight04,1,0.10936518841199572
586.874,-106.21954779701976,39.96118307566621,-12.80602832217702,-11.911456009235636,25.22591627015115,-0.18743667,0.2716317,-0.9859171,1.0396868,10.482915,13.322606,1509.0,64.98,17.228837361519236,245.47160549731584,150.12771322046234,7.199800888015204,-0.283111084854621,-0.0925651973053796,-0.2409533550907378,False,0.4930287621707165,20.15782466862585,-55.84433275971935,299.3383701792049,19.7571131587348,19.7571131587348,35923.0,-106.2195603,39.9611582,2018-06-19 20:12:43+00:00,2514.236,0.66,1.09,7.07,8.0,12.44,4.41,-0.19,GPS_Atti,0.0,0.0,20.0,52.0,10.0,False,0.0,0.98753583,flight04,1,0.10936518841199572
586.913,-106.21954235223744,39.96119471083995,-12.73551722788386,-11.721065176126665,27.2165116868586,-0.21513978,0.26302984,-0.8826065,0.9457611,45.950356,13.277482,1507.0,65.01,17.05601980997361,246.7216607107456,150.58322479273835,7.191510963995768,0.0662885335219183,-0.083133415502842,-0.0986998683688005,False,2.678358667427084,21.29598274463207,-56.01594614340832,300.7128484406953,19.731940680904657,19.731940680904657,35963.0,-106.2195603,39.9611582,2018-06-19 20:12:43+00:00,2514.236,0.66,1.09,7.07,8.0,12.44,4.41,-0.19,GPS_Atti,0.0,0.0,20.0,52.0,10.0,False,0.0,0.98753583,flight04,1,0.09188486154443304
586.948,-106.21954235223744,39.96119471083995,-12.73551722788386,-11.721065176126665,27.2165116868586,-0.21513978,0.26302984,-0.8826065,0.9457611,45.950356,13.277482,1507.0,65.01,17.05601980997361,246.7216607107456,150.58322479273835,7.191510963995768,0.0662885335219183,-0.083133415502842,-0.0986998683688005,False,2.678358667427084,21.29598274463207,-56.01594614340832,300.7128484406953,19.731940680904657,19.731940680904657,35963.0,-106.2195499,39.9611808,2018-06-19 20:12:43+00:00,2514.265,0.66,1.09,7.07,8.0,12.52,4.43,-0.17,GPS_Atti,0.0,0.0,20.0,52.0,10.0,False,0.0,0.98777384,flight04,1,0.09188486154443304
586.987,-106.21953740263037,39.96120607323628,-12.601652690821776,-11.870553410785044,32.61431860730152,-0.17893313,0.24877629,-0.9330343,0.9820691,44.05974,13.265665,1529.0,64.95,17.058905743588376,247.96621095539547,151.04315636066082,7.185852117828688,0.098223271681098,-0.1358854334776955,-0.1335334709760507,False,6.7316668679838685,22.98104984275416,-56.96103333651229,302.04485395326435,18.463566458754187,18.463566458754187,36003.0,-106.2195499,39.9611808,2018-06-19 20:12:43+00:00,2514.265,0.66,1.09,7.07,8.0,12.52,4.43,-0.17,GPS_Atti,0.0,0.0,20.0,52.0,10.0,False,0.0,0.98777384,flight04,1,0.10109563589593668
587.072,-106.21953740263037,39.96120607323628,-12.601652690821776,-11.870553410785044,32.61431860730152,-0.17893313,0.24877629,-0.9330343,0.9820691,44.05974,13.265665,1529.0,64.95,17.058905743588376,247.96621095539547,151.04315636066082,7.185852117828688,0.098223271681098,-0.1358854334776955,-0.1335334709760507,False,6.7316668679838685,22.98104984275416,-56.96103333651229,302.04485395326435,18.463566458754187,18.463566458754187,36003.0,-106.2195499,39.9611808,2018-06-19 20:12:43+00:00,2514.265,0.66,1.09,7.07,8.0,12.52,4.43,-0.17,GPS_Atti,0.0,0.0,20.0,52.0,10.0,False,0.0,0.98777384,flight04,1,0.10109563589593668
587.113,-106.21953185380758,39.961217504177085,-11.974792040242386,-11.332790670137788,34.0152510571306,-0.16828398,0.28066364,-0.9566403,1.0110649,16.415428,13.277874,1526.0,64.99,16.26760202936544,249.20895051931973,151.50804208205142,7.182236106822927,0.1025109914076605,-0.1822406809752541,-0.1395665488120874,False,8.765934949361245,24.651977451314465,-57.02175695211884,303.4010442512824,20.408494809785072,20.408494809785072,36043.0,-106.2195499,39.9611808,2018-06-19 20:12:43+00:00,2514.265,0.66,1.09,7.07,8.0,12.52,4.43,-0.17,GPS_Atti,0.0,0.0,20.0,52.0,10.0,False,0.0,0.98777384,flight04,1,0.1032043085692243
587.148,-106.21953185380758,39.961217504177085,-11.974792040242386,-11.332790670137788,34.0152510571306,-0.16828398,0.28066364,-0.9566403,1.0110649,16.415428,13.277874,1526.0,64.99,16.26760202936544,249.20895051931973,151.50804208205142,7.182236106822927,0.1025109914076605,-0.1822406809752541,-0.1395665488120874,False,8.765934949361245,24.651977451314465,-57.02175695211884,303.4010442512824,20.408494809785072,20.408494809785072,36043.0,-106.2195391,39.9612031,2018-06-19 20:12:43+00:00,2514.304,0.66,1.09,7.07,8.0,12.41,4.61,-0.16,GPS_Atti,0.0,0.0,20.0,52.0,10.0,False,0.0,0.9875888,flight04,1,0.1032043085692243
587.187,-106.21952648875384,39.96122835437873,-10.611439366680177,-10.282570776650692,34.481802295255136,-0.17322342,0.3035979,-1.0229878,1.0810561,30.565744,13.276763,1529.0,64.99,14.616724848899304,250.4497279006663,151.9796831032209,7.17843561680769,0.1374765065443792,-0.2710244219725686,-0.1298429897901376,False,8.91705444459759,25.99782961435268,-55.23908330795496,304.6912748124916,20.75659658615573,20.75659658615573,36083.0,-106.2195391,39.9612031,2018-06-19 20:12:43+00:00,2514.304,0.66,1.09,7.07,8.0,12.41,4.61,-0.16,GPS_Atti,0.0,0.0,20.0,51.0,10.0,False,0.0,0.9875888,flight04,1,0.10242419332330521
587.274,-106.21952648875384,39.96122835437873,-10.611439366680177,-10.282570776650692,34.481802295255136,-0.17322342,0.3035979,-1.0229878,1.0810561,30.565744,13.276763,1529.0,64.99,14.616724848899304,250.4497279006663,151.9796831032209,7.17843561680769,0.1374765065443792,-0.2710244219725686,-0.1298429897901376,False,8.91705444459759,25.99782961435268,-55.23908330795496,304.6912748124916,20.75659658615573,20.75659658615573,36083.0,-106.2195391,39.9612031,2018-06-19 20:12:43+00:00,2514.304,0.66,1.09,7.07,8.0,12.41,4.61,-0.16,GPS_Atti,0.0,0.0,20.0,51.0,10.0,False,0.0,0.9875888,flight04,1,0.10242419332330521
587.313,-106.21952075937983,39.96123978919218,-10.274486199787791,-10.05746402676655,34.460548651719215,-0.1694056,0.30800074,-0.9820119,1.0430293,14.706356,13.2263,1518.0,65.01,14.230547400158985,251.68387925510424,152.4634521140461,7.170547854712993,0.2516873800646078,-0.3086412707114299,0.1770830904695708,False,8.79111512678056,26.26047327894777,-53.2371358893721,306.0533094310828,21.00887264799384,21.00887264799384,36123.0,-106.2195391,39.9612031,2018-06-19 20:12:43+00:00,2514.304,0.66,1.09,7.07,8.0,12.41,4.61,-0.16,GPS_Atti,0.0,0.0,20.0,51.0,10.0,False,0.0,0.9875888,flight04,1,0.09954908818675334
587.348,-106.21952075937983,39.96123978919218,-10.274486199787791,-10.05746402676655,34.460548651719215,-0.1694056,0.30800074,-0.9820119,1.0430293,14.706356,13.2263,1518.0,65.01,14.230547400158985,251.68387925510424,152.4634521140461,7.170547854712993,0.2516873800646078,-0.3086412707114299,0.1770830904695708,False,8.79111512678056,26.26047327894777,-53.2371358893721,306.0533094310828,21.00887264799384,21.00887264799384,36123.0,-106.2195281,39.9612254,2018-06-19 20:12:43+00:00,2514.314,0.64,1.06,7.08,8.0,12.4,4.67,-0.13,GPS_Atti,0.0,0.0,20.0,51.0,10.0,False,0.0,0.98864746,flight04,1,0.09216206327144144
587.387,-106.21951520197644,39.96125060725342,-10.989389236535928,-10.513183927022274,34.21453267867585,-0.15637594,0.30424067,-0.920613,0.98211205,8.447785,13.20317,1508.0,64.96,15.034975437173344,252.90977956868835,152.9601438809396,7.159010853784992,0.3189414465318929,-0.4130161562705119,0.1779549350592811,False,8.537858161264658,25.58882048366651,-52.91177564476641,307.346114484094,21.492137530068288,21.492137530068288,36163.0,-106.2195281,39.9612254,2018-06-19 20:12:43+00:00,2514.314,0.64,1.06,7.08,8.0,12.4,4.67,-0.13,GPS_Atti,0.0,0.0,20.0,51.0,10.0,False,0.0,0.98864746,flight04,1,0.09405663265987724
