clock_offset,imu_longitude,imu_latitude,roll,pitch,yaw,accel_x,accel_y,accel_z,accel_composite,gyro_composite,vel_composite,compass_interference,temperature,tilt_inclination,imu_pos_north,imu_pos_east,imu_pos_down,delta_vel_north,delta_vel_east,delta_vel_down,pos_error,total_gyro_z,total_gyro_x,total_gyro_y,dist_travelled,direction_travel_magnetic,direction_travel_true,altitude_counter,gps_longitude,gps_latitude,gps_timestamp,gps_heightMSL,gps_hdop,gps_pdop,gps_speed_accuracy,num_satellites,gps_vel_north,gps_vel_east,gps_vel_down,control_mode,battery_very_low,battery_level1,batter_go_home,batter_go_home_time,batter_land_time,oa_emergency_brake,hover_point_uncertainty3,velocity_uncertainty3,flight_sequence,anomaly_label,anomaly_score
35.18,-106.21650232708537,39.96088119541179,8.784994467482017,-18.904887172176263,-166.60676940367563,-0.24167085,-0.16300529,-0.9977822,1.0394926,1.985942,10.910615,1484.0,64.95,20.592474181283976,-35.91950426884364,-4.087984951809608,-12.213259544999074,0.7138247138870355,0.1261358452297791,0.1353123275984821,False,-625.3152742504174,-545.9611430201774,-118.31164201988511,267.10109424284065,-167.90341855960688,-167.90341855960688,12459.0,-106.2164994,39.9608926,2018-06-19 20:09:00+00:00,2497.397,0.66,1.09,7.45,8.0,-10.52,-2.17,-0.09,GPS_Atti,0.0,0.0,18.0,35.0,4.0,False,0.0,0.11804717,flight03,1,0.09591723223738141
35.221,-106.21650478966596,39.96087201341077,9.163420571928857,-18.547390414442788,-166.4158892701364,-0.24463499,-0.14293432,-0.9484415,0.9898575,2.7427425,10.990087,1509.0,64.97,20.419216871749,-37.03632896624117,-4.319366087081994,-12.217652088718308,0.7924065238845941,0.1382923317410096,0.2763691089304412,False,-625.3599454662028,-545.930240776944,-118.07710652993708,268.1434356238652,-168.3836388676799,-168.3836388676799,12499.0,-106.2164994,39.9608926,2018-06-19 20:09:00+00:00,2497.397,0.66,1.09,7.45,8.0,-10.52,-2.17,-0.09,GPS_Atti,0.0,0.0,18.0,35.0,4.0,False,0.0,0.11804717,flight03,1,0.09576406888768446
35.309,-106.21650478966596,39.96087201341077,9.163420571928857,-18.547390414442788,-166.4158892701364,-0.24463499,-0.14293432,-0.9484415,0.9898575,2.7427425,10.990087,1509.0,64.97,20.419216871749,-37.03632896624117,-4.319366087081994,-12.217652088718308,0.7924065238845941,0.1382923317410096,0.2763691089304412,False,-625.3599454662028,-545.930240776944,-118.07710652993708,268.1434356238652,-168.3836388676799,-168.3836388676799,12499.0,-106.2164994,39.9608926,2018-06-19 20:09:00+00:00,2497.397,0.66,1.09,7.45,8.0,-10.52,-2.17,-0.09,GPS_Atti,0.0,0.0,18.0,35.0,4.0,False,0.0,0.11804717,flight03,1,0.09576406888768446
35.352,-106.21650746946668,39.96086209180957,8.977146922570125,-18.910861484409477,-166.43300659073873,-0.23587057,-0.13097136,-0.97113186,1.0079114,10.815454,11.092344,1495.0,64.99,20.66934836835549,-38.16178755509395,-4.552405413469364,-12.221904921276872,0.8922829276931878,0.1605999660946473,0.2585103876145804,False,-625.333600434152,-546.3937379163578,-118.24660029637316,269.270061274279,-168.30355620407587,-168.30355620407587,12539.0,-106.2164994,39.9608926,2018-06-19 20:09:00+00:00,2497.397,0.66,1.09,7.45,8.0,-10.52,-2.17,-0.09,GPS_Atti,0.0,0.0,18.0,35.0,4.0,False,0.0,0.11804717,flight03,1,0.0945013469876908
35.389,-106.21650746946668,39.96086209180957,8.977146922570125,-18.910861484409477,-166.43300659073873,-0.23587057,-0.13097136,-0.97113186,1.0079114,10.815454,11.092344,1495.0,64.99,20.66934836835549,-38.16178755509395,-4.552405413469364,-12.221904921276872,0.8922829276931878,0.1605999660946473,0.2585103876145804,False,-625.333600434152,-546.3937379163578,-118.24660029637316,269.270061274279,-168.30355620407587,-168.30355620407587,12539.0,-106.2165047,39.9608733,2018-06-19 20:09:01+00:00,2497.424,0.66,1.09,7.45,8.0,-10.68,-2.24,-0.11,GPS_Atti,0.0,0.0,18.0,35.0,4.0,False,0.0,0.11767824,flight03,1,0.0945013469876908
35.429,-106.21651005778511,39.96085255582391,8.726194275086755,-19.13863824530805,-166.58669208928654,-0.24090117,-0.15787643,-0.9802216,1.0216618,5.624791,11.17749,1497.0,65.0,20.77997534834308,-39.29872653719872,-4.788184522309143,-12.224720122978152,0.754421810360375,0.1640281794617233,0.2486527386309826,False,-625.2845107028263,-547.11437776445,-118.40296294953012,270.35311866266056,-168.24760773007856,-168.24760773007856,12579.0,-106.2165047,39.9608733,2018-06-19 20:09:01+00:00,2497.424,0.66,1.09,7.45,8.0,-10.68,-2.24,-0.11,GPS_Atti,0.0,0.0,18.0,36.0,4.0,False,0.0,0.11767824,flight03,1,0.09867893376703091
35.518,-106.21651005778511,39.96085255582391,8.726194275086755,-19.13863824530805,-166.58669208928654,-0.24090117,-0.15787643,-0.9802216,1.0216618,5.624791,11.17749,1497.0,65.0,20.77997534834308,-39.29872653719872,-4.788184522309143,-12.224720122978152,0.754421810360375,0.1640281794617233,0.2486527386309826,False,-625.2845107028263,-547.11437776445,-118.40296294953012,270.35311866266056,-168.24760773007856,-168.24760773007856,12579.0,-106.2165047,39.9608733,2018-06-19 20:09:01+00:00,2497.424,0.66,1.09,7.45,8.0,-10.68,-2.24,-0.11,GPS_Atti,0.0,0.0,18.0,36.0,4.0,False,0.0,0.11767824,flight03,1,0.09867893376703091
35.56,-106.21651308896809,39.96084149814201,8.29789166445196,-18.32702401583384,-166.89112328961724,-0.25399786,-0.1844286,-1.0376445,1.0840826,5.3256,11.262999,1500.0,64.98,19.896638998701544,-40.44312086851937,-5.02673125491126,-12.229287178310685,0.8343568842129141,0.1987521765778122,0.1319955106074631,False,-625.4105170424575,-547.2534806812725,-118.02233402587744,271.60952436587536,-168.13407340953174,-168.13407340953174,12619.0,-106.2165047,39.9608733,2018-06-19 20:09:01+00:00,2497.424,0.66,1.09,7.45,8.0,-10.68,-2.24,-0.11,GPS_Atti,0.0,0.0,18.0,36.0,4.0,False,0.0,0.11767824,flight03,1,0.09718644275964183
35.597,-106.21651308896809,39.96084149814201,8.29789166445196,-18.32702401583384,-166.89112328961724,-0.25399786,-0.1844286,-1.0376445,1.0840826,5.3256,11.262999,1500.0,64.98,19.896638998701544,-40.44312086851937,-5.02673125491126,-12.229287178310685,0.8343568842129141,0.1987521765778122,0.1319955106074631,False,-625.4105170424575,-547.2534806812725,-118.02233402587744,271.60952436587536,-168.13407340953174,-168.13407340953174,12619.0,-106.21651,39.9608537,2018-06-19 20:09:01+00:00,2497.444,0.66,1.09,7.45,8.0,-10.87,-2.26,-0.12,GPS_Atti,0.0,0.0,18.0,36.0,4.0,False,0.0,0.1198403,flight03,1,0.09718644275964183
35.638,-106.21651577547246,39.96083152312785,8.767210784596273,-17.946286411839363,-166.81619853895234,-0.25318828,-0.16996215,-0.9927032,1.0384849,4.2787223,11.330556,1505.0,65.01,19.73428070935996,-41.59554758255331,-5.267426121590665,-12.237325688821144,0.9021354715542228,0.2039113162109909,0.1550551320607484,False,-625.5140496036095,-546.9230742691868,-117.83708719014184,272.74208197151665,-168.336159356357,-168.336159356357,12659.0,-106.21651,39.9608537,2018-06-19 20:09:01+00:00,2497.444,0.66,1.09,7.45,8.0,-10.87,-2.26,-0.12,GPS_Atti,0.0,0.0,18.0,36.0,4.0,False,0.0,0.1198403,flight03,1,0.0939676582543223
35.728,-106.21651577547246,39.96083152312785,8.767210784596273,-17.946286411839363,-166.81619853895234,-0.25318828,-0.16996215,-0.9927032,1.0384849,4.2787223,11.330556,1505.0,65.01,19.73428070935996,-41.59554758255331,-5.267426121590665,-12.237325688821144,0.9021354715542228,0.2039113162109909,0.1550551320607484,False,-625.5140496036095,-546.9230742691868,-117.83708719014184,272.74208197151665,-168.336159356357,-168.336159356357,12659.0,-106.21651,39.9608537,2018-06-19 20:09:01+00:00,2497.444,0.66,1.09,7.45,8.0,-10.87,-2.26,-0.12,GPS_Atti,0.0,0.0,18.0,36.0,4.0,False,0.0,0.1198403,flight03,1,0.0939676582543223
35.768,-106.21651856773784,39.9608213528828,9.133383277699451,-18.22598907899213,-166.700462277083,-0.25748286,-0.15682322,-0.943783,0.990766,3.2900538,11.402558,1502.0,64.97,20.12475257334156,-42.75386628416095,-5.508631559314358,-12.247131515199994,0.0603980246814899,0.0012435800575505,0.1661320890481293,False,-625.5109411537142,-546.5347970263208,-117.87183723207548,273.8977308598664,-168.1160786258864,-168.1160786258864,12699.0,-106.21651,39.9608537,2018-06-19 20:09:01+00:00,2497.444,0.66,1.09,7.45,8.0,-10.87,-2.26,-0.12,GPS_Atti,0.0,0.0,18.0,36.0,4.0,False,0.0,0.1198403,flight03,1,0.09436303877539604
35.805,-106.21651856773784,39.9608213528828,9.133383277699451,-18.22598907899213,-166.700462277083,-0.25748286,-0.15682322,-0.943783,0.990766,3.2900538,11.402558,1502.0,64.97,20.12475257334156,-42.75386628416095,-5.508631559314358,-12.247131515199994,0.0603980246814899,0.0012435800575505,0.1661320890481293,False,-625.5109411537142,-546.5347970263208,-117.87183723207548,273.8977308598664,-168.1160786258864,-168.1160786258864,12699.0,-106.2165154,39.9608339,2018-06-19 20:09:01+00:00,2497.473,0.69,1.14,7.44,8.0,-11.0,-2.31,-0.14,GPS_Atti,0.0,0.0,18.0,36.0,4.0,False,0.0,0.11897194,flight03,1,0.09087334036985067
35.846,-106.21652123100294,39.96081164076463,8.86297673945925,-17.857545549928375,-166.75795611816753,-0.2554181,-0.17275716,-1.048343,1.0927517,6.731304,11.456522,1508.0,65.03,19.69359991642185,-43.91904917505531,-5.750673542548588,-12.258537604289172,0.1143597785267047,0.0058860666298161,0.1615394244793221,False,-625.4923321667475,-546.6907882679332,-117.73315440474474,275.00126612855524,-168.13002240441955,-168.13002240441955,12739.0,-106.2165154,39.9608339,2018-06-19 20:09:01+00:00,2497.473,0.69,1.14,7.44,8.0,-11.0,-2.31,-0.14,GPS_Atti,0.0,0.0,18.0,36.0,4.0,False,0.0,0.11897194,flight03,1,0.088550960970189
35.934,-106.21652123100294,39.96081164076463,8.86297673945925,-17.857545549928375,-166.75795611816753,-0.2554181,-0.17275716,-1.048343,1.0927517,6.731304,11.456522,1508.0,65.03,19.69359991642185,-43.91904917505531,-5.750673542548588,-12.258537604289172,0.1143597785267047,0.0058860666298161,0.1615394244793221,False,-625.4923321667475,-546.6907882679332,-117.73315440474474,275.00126612855524,-168.13002240441955,-168.13002240441955,12739.0,-106.2165154,39.9608339,2018-06-19 20:09:01+00:00,2497.473,0.69,1.14,7.44,8.0,-11.0,-2.31,-0.14,GPS_Atti,0.0,0.0,18.0,36.0,4.0,False,0.0,0.11897194,flight03,1,0.088550960970189
35.977,-106.21652403140206,39.96080128373053,8.848115281994877,-17.798071961610905,-166.720287871547,-0.25221586,-0.18492408,-0.9927342,1.0408319,12.244093,11.524132,1498.0,65.02,19.635343444456257,-45.09045335313499,-5.993498275922297,-12.27579527666266,0.179893416527193,0.016278255655695,0.2543288509252831,False,-625.4441659670947,-546.6426393282561,-118.12146236252376,276.1773881202391,-168.29139334053093,-168.29139334053093,12779.0,-106.2165154,39.9608339,2018-06-19 20:09:01+00:00,2497.473,0.69,1.14,7.44,8.0,-11.0,-2.31,-0.14,GPS_Atti,0.0,0.0,18.0,36.0,4.0,False,0.0,0.11897194,flight03,1,0.096575444514586
36.014,-106.21652403140206,39.96080128373053,8.848115281994877,-17.798071961610905,-166.720287871547,-0.25221586,-0.18492408,-0.9927342,1.0408319,12.244093,11.524132,1498.0,65.02,19.635343444456257,-45.09045335313499,-5.993498275922297,-12.27579527666266,0.179893416527193,0.016278255655695,0.2543288509252831,False,-625.4441659670947,-546.6426393282561,-118.12146236252376,276.1773881202391,-168.29139334053093,-168.29139334053093,12779.0,-106.2165209,39.9608138,2018-06-19 20:09:01+00:00,2497.511,0.66,1.09,7.43,8.0,-11.12,-2.33,-0.16,GPS_Atti,0.0,0.0,18.0,36.0,4.0,False,0.0,0.118444964,flight03,1,0.09933143923670862
36.054,-106.21652674796108,39.960791578569086,9.460950379818003,-18.511985002829245,-166.51876830032094,-0.22841704,-0.15501238,-0.9003202,0.9416898,5.9749,11.576419,1496.0,65.02,20.506019874591573,-46.26843379448769,-6.236978878867353,-12.29492630671511,0.7392788400078931,0.1063868206844365,0.1974142829778954,False,-625.4164351813818,-546.1939696093903,-118.93822277472285,277.281110286191,-167.89100877994213,-167.89100877994213,12819.0,-106.2165209,39.9608138,2018-06-19 20:09:01+00:00,2497.511,0.66,1.09,7.43,8.0,-11.12,-2.33,-0.16,GPS_Atti,0.0,0.0,18.0,36.0,4.0,False,0.0,0.118444964,flight03,1,0.09700320823254477
36.145,-106.21652674796108,39.960791578569086,9.460950379818003,-18.511985002829245,-166.51876830032094,-0.22841704,-0.15501238,-0.9003202,0.9416898,5.9749,11.576419,1496.0,65.02,20.506019874591573,-46.26843379448769,-6.236978878867353,-12.29492630671511,0.7392788400078931,0.1063868206844365,0.1974142829778954,False,-625.4164351813818,-546.1939696093903,-118.93822277472285,277.281110286191,-167.89100877994213,-167.89100877994213,12819.0,-106.2165209,39.9608138,2018-06-19 20:09:01+00:00,2497.511,0.66,1.09,7.43,8.0,-11.12,-2.33,-0.16,GPS_Atti,0.0,0.0,18.0,36.0,4.0,False,0.0,0.118444964,flight03,1,0.09700320823254477
36.185,-106.21652962826757,39.96078085207361,9.6142291932724,-18.58932812150121,-166.4614707989221,-0.2289039,-0.1618465,-0.9518029,0.9922299,6.598984,11.622974,1489.0,65.04,20.63531614565775,-47.451297653074334,-6.480915574229561,-12.308000509850713,0.7855558862115064,0.1156822842464482,-0.0377286468405351,False,-625.4485362078933,-546.177331253464,-118.90245993125066,278.49884291177244,-168.36988417847334,-168.36988417847334,12859.0,-106.2165209,39.9608138,2018-06-19 20:09:01+00:00,2497.511,0.66,1.09,7.43,8.0,-11.12,-2.33,-0.16,GPS_Atti,0.0,0.0,18.0,36.0,4.0,False,0.0,0.118444964,flight03,1,0.09383990471317427
36.222,-106.21652962826757,39.96078085207361,9.6142291932724,-18.58932812150121,-166.4614707989221,-0.2289039,-0.1618465,-0.9518029,0.9922299,6.598984,11.622974,1489.0,65.04,20.63531614565775,-47.451297653074334,-6.480915574229561,-12.308000509850713,0.7855558862115064,0.1156822842464482,-0.0377286468405351,False,-625.4485362078933,-546.177331253464,-118.90245993125066,278.49884291177244,-168.36988417847334,-168.36988417847334,12859.0,-106.2165263,39.9607935,2018-06-19 20:09:01+00:00,2497.57,0.66,1.09,7.43,8.0,-11.27,-2.34,-0.21,GPS_Atti,0.0,0.0,18.0,36.0,4.0,False,0.0,0.118310034,flight03,1,0.09333060942653704
36.262,-106.21653237977485,39.960770595117175,9.144175283597326,-17.627472279872926,-166.69308919014512,-0.25573254,-0.14792848,-1.0202364,1.0621507,7.7642055,11.689018,1494.0,65.03,19.605478366313783,-48.64063233078127,-6.726013714414853,-12.321242328384,0.8501844872857252,0.1259373825893437,0.0246561150293722,False,-625.4574609817521,-546.5698654004516,-118.33898179650352,279.66322414371285,-168.38104476222296,-168.38104476222296,12899.0,-106.2165263,39.9607935,2018-06-19 20:09:01+00:00,2497.57,0.66,1.09,7.43,8.0,-11.27,-2.34,-0.21,GPS_Atti,0.0,0.0,18.0,37.0,4.0,False,0.0,0.118310034,flight03,1,0.0943613317815345
36.351,-106.21653237977485,39.960770595117175,9.144175283597326,-17.627472279872926,-166.69308919014512,-0.25573254,-0.14792848,-1.0202364,1.0621507,7.7642055,11.689018,1494.0,65.03,19.605478366313783,-48.64063233078127,-6.726013714414853,-12.321242328384,0.8501844872857252,0.1259373825893437,0.0246561150293722,False,-625.4574609817521,-546.5698654004516,-118.33898179650352,279.66322414371285,-168.38104476222296,-168.38104476222296,12899.0,-106.2165263,39.9607935,2018-06-19 20:09:01+00:00,2497.57,0.66,1.09,7.43,8.0,-11.27,-2.34,-0.21,GPS_Atti,0.0,0.0,18.0,37.0,4.0,False,0.0,0.118310034,flight03,1,0.0943613317815345
36.393,-106.21653527398016,39.9607598954324,9.330156615591177,-17.818314261246524,-166.63415196644127,-0.26775593,-0.13143718,-0.97702074,1.0215373,5.991709,11.755255,1496.0,65.05,19.848293482832663,-49.83664298926965,-6.972646191508806,-12.338289839106023,0.2376098507666029,0.0514784907427947,0.0353263746242895,False,-625.3968629782223,-546.8612511250483,-118.41933076417992,280.8782768575058,-168.28682854192266,-168.28682854192266,12939.0,-106.2165263,39.9607935,2018-06-19 20:09:01+00:00,2497.57,0.66,1.09,7.43,8.0,-11.27,-2.34,-0.21,GPS_Atti,0.0,0.0,18.0,37.0,4.0,False,0.0,0.118310034,flight03,1,0.0936036324159758
36.43,-106.21653527398016,39.9607598954324,9.330156615591177,-17.818314261246524,-166.63415196644127,-0.26775593,-0.13143718,-0.97702074,1.0215373,5.991709,11.755255,1496.0,65.05,19.848293482832663,-49.83664298926965,-6.972646191508806,-12.338289839106023,0.2376098507666029,0.0514784907427947,0.0353263746242895,False,-625.3968629782223,-546.8612511250483,-118.41933076417992,280.8782768575058,-168.28682854192266,-168.28682854192266,12939.0,-106.216532,39.9607729,2018-06-19 20:09:02+00:00,2497.589,0.75,1.25,7.43,8.0,-11.4,-2.39,-0.19,GPS_Atti,0.0,0.0,18.0,37.0,4.0,False,0.0,0.11810343,flight03,1,0.0757231723153372
36.471,-106.21653820299971,39.96074927693534,9.577176998648826,-18.20381805163664,-166.5623574016749,-0.26108834,-0.13241242,-0.9009854,0.9473515,4.0460997,11.801252,1510.0,65.01,20.285120993998355,-51.0379649127201,-7.2208070404376254,-12.35341000177918,0.2827978009008802,0.063014850529782,0.1518419763371064,False,-625.3147518842118,-547.0244617192591,-118.71869443299708,282.08510158614143,-168.06187661132745,-168.06187661132745,12979.0,-106.216532,39.9607729,2018-06-19 20:09:02+00:00,2497.589,0.75,1.25,7.43,8.0,-11.4,-2.39,-0.19,GPS_Atti,0.0,0.0,18.0,37.0,4.0,False,0.0,0.11810343,flight03,1,0.075221268611523
36.561,-106.21653820299971,39.96074927693534,9.577176998648826,-18.20381805163664,-166.5623574016749,-0.26108834,-0.13241242,-0.9009854,0.9473515,4.0460997,11.801252,1510.0,65.01,20.285120993998355,-51.0379649127201,-7.2208070404376254,-12.35341000177918,0.2827978009008802,0.063014850529782,0.1518419763371064,False,-625.3147518842118,-547.0244617192591,-118.71869443299708,282.08510158614143,-168.06187661132745,-168.06187661132745,12979.0,-106.216532,39.9607729,2018-06-19 20:09:02+00:00,2497.589,0.75,1.25,7.43,8.0,-11.4,-2.39,-0.19,GPS_Atti,0.0,0.0,18.0,37.0,4.0,False,0.0,0.11810343,flight03,1,0.075221268611523
36.602,-106.2165410513075,39.96073857672947,9.352479520514756,-18.01459187155574,-166.7607178147588,-0.25545064,-0.14181785,-0.99478114,1.0368013,8.10785,11.866036,1495.0,65.03,20.02823422043352,-52.24429201085081,-7.471712396691123,-12.363640980006537,0.3405074948095716,0.1055902098742644,0.1056011176034524,False,-625.3207164471016,-547.4621577352598,-118.3614228584362,283.29942298455234,-168.46810931902277,-168.46810931902277,13019.0,-106.216532,39.9607729,2018-06-19 20:09:02+00:00,2497.589,0.75,1.25,7.43,8.0,-11.4,-2.39,-0.19,GPS_Atti,0.0,0.0,18.0,37.0,4.0,False,0.0,0.11810343,flight03,1,0.07997235665298885
36.639,-106.2165410513075,39.96073857672947,9.352479520514756,-18.01459187155574,-166.7607178147588,-0.25545064,-0.14181785,-0.99478114,1.0368013,8.10785,11.866036,1495.0,65.03,20.02823422043352,-52.24429201085081,-7.471712396691123,-12.363640980006537,0.3405074948095716,0.1055902098742644,0.1056011176034524,False,-625.3207164471016,-547.4621577352598,-118.3614228584362,283.29942298455234,-168.46810931902277,-168.46810931902277,13019.0,-106.2165376,39.9607521,2018-06-19 20:09:02+00:00,2497.624,0.75,1.25,7.44,8.0,-11.53,-2.42,-0.19,GPS_Atti,0.0,0.0,18.0,37.0,4.0,False,0.0,0.120000556,flight03,1,0.07997235665298885
36.679,-106.2165437904801,39.96072835187291,8.944195410517173,-17.462148552976274,-166.8790907354957,-0.2658778,-0.16329843,-1.0299805,1.076205,6.7679243,11.93592,1503.0,65.01,19.3791987869993,-53.457732682966935,-7.726392041571648,-12.374216457805955,0.4543466049195821,0.1350120805617796,0.15833995550123,False,-625.2841349467938,-548.035719790955,-118.02758243572558,284.46009635416306,-168.39638316142666,-168.39638316142666,13059.0,-106.2165376,39.9607521,2018-06-19 20:09:02+00:00,2497.624,0.75,1.25,7.44,8.0,-11.53,-2.42,-0.19,GPS_Atti,0.0,0.0,18.0,37.0,4.0,False,0.0,0.120000556,flight03,1,0.08010702363974931
36.768,-106.2165437904801,39.96072835187291,8.944195410517173,-17.462148552976274,-166.8790907354957,-0.2658778,-0.16329843,-1.0299805,1.076205,6.7679243,11.93592,1503.0,65.01,19.3791987869993,-53.457732682966935,-7.726392041571648,-12.374216457805955,0.4543466049195821,0.1350120805617796,0.15833995550123,False,-625.2841349467938,-548.035719790955,-118.02758243572558,284.46009635416306,-168.39638316142666,-168.39638316142666,13059.0,-106.2165376,39.9607521,2018-06-19 20:09:02+00:00,2497.624,0.75,1.25,7.44,8.0,-11.53,-2.42,-0.19,GPS_Atti,0.0,0.0,18.0,37.0,4.0,False,0.0,0.120000556,flight03,1,0.08010702363974931
36.81,-106.21654680146278,39.96071752931228,8.80267191966922,-17.480348383966735,-166.80648276312573,-0.25608632,-0.1735614,-0.9797537,1.0274342,2.8312242,12.00266,1489.0,65.03,19.337807793278863,-54.677563120544846,-7.983259347456601,-12.389635240852426,0.5185965972901876,0.1513981126662718,0.2369520813823386,False,-625.1402615852542,-548.4236558714326,-118.16987392031174,285.69056805516914,-167.96218465376714,-167.96218465376714,13099.0,-106.2165376,39.9607521,2018-06-19 20:09:02+00:00,2497.624,0.75,1.25,7.44,8.0,-11.53,-2.42,-0.19,GPS_Atti,0.0,0.0,18.0,37.0,4.0,False,0.0,0.120000556,flight03,1,0.07656933932972698
36.847,-106.21654680146278,39.96071752931228,8.80267191966922,-17.480348383966735,-166.80648276312573,-0.25608632,-0.1735614,-0.9797537,1.0274342,2.8312242,12.00266,1489.0,65.03,19.337807793278863,-54.677563120544846,-7.983259347456601,-12.389635240852426,0.5185965972901876,0.1513981126662718,0.2369520813823386,False,-625.1402615852542,-548.4236558714326,-118.16987392031174,285.69056805516914,-167.96218465376714,-167.96218465376714,13099.0,-106.2165434,39.9607312,2018-06-19 20:09:02+00:00,2497.667,0.69,1.14,7.44,8.0,-11.63,-2.47,-0.21,GPS_Atti,0.0,0.0,18.0,37.0,4.0,False,0.0,0.11869296,flight03,1,0.09290685530715154
36.887,-106.2165497301248,39.96070731988035,8.977634900871028,-17.2058844663721,-166.68962264371365,-0.26118457,-0.16207463,-1.0209783,1.0662469,1.3529165,12.056002,1501.0,65.0,19.169307297711384,-55.90378920078297,-8.241666003836121,-12.408475333349584,0.5702580886842306,0.1631171010848509,0.2622204870582267,False,-625.0401781519279,-548.4081852433098,-118.29525840274188,286.8529221779524,-167.59953662197992,-167.59953662197992,13139.0,-106.2165434,39.9607312,2018-06-19 20:09:02+00:00,2497.667,0.69,1.14,7.44,8.0,-11.63,-2.47,-0.21,GPS_Atti,0.0,0.0,18.0,38.0,4.0,False,0.0,0.11869296,flight03,1,0.09730566989328443
36.978,-106.2165497301248,39.96070731988035,8.977634900871028,-17.2058844663721,-166.68962264371365,-0.26118457,-0.16207463,-1.0209783,1.0662469,1.3529165,12.056002,1501.0,65.0,19.169307297711384,-55.90378920078297,-8.241666003836121,-12.408475333349584,0.5702580886842306,0.1631171010848509,0.2622204870582267,False,-625.0401781519279,-548.4081852433098,-118.29525840274188,286.8529221779524,-167.59953662197992,-167.59953662197992,13139.0,-106.2165434,39.9607312,2018-06-19 20:09:02+00:00,2497.667,0.69,1.14,7.44,8.0,-11.63,-2.47,-0.21,GPS_Atti,0.0,0.0,18.0,38.0,4.0,False,0.0,0.11869296,flight03,1,0.09730566989328443
37.018,-106.21655272211386,39.96069639815399,9.04614978299847,-17.373962814595302,-166.62399288192864,-0.24798028,-0.1572521,-0.92384535,0.96938777,4.6424136,12.12041,1498.0,65.02,19.34412830651401,-57.13540729243618,-8.50227174528843,-12.429561259151384,0.4841818929417059,0.0820828657993701,0.2801822573543235,False,-624.9466422396201,-548.2970597220972,-118.52498727823507,288.09384660468254,-168.14146294266448,-168.14146294266448,13179.0,-106.2165434,39.9607312,2018-06-19 20:09:02+00:00,2497.667,0.69,1.14,7.44,8.0,-11.63,-2.47,-0.21,GPS_Atti,0.0,0.0,18.0,38.0,4.0,False,0.0,0.11869296,flight03,1,0.09435219680080248
37.055,-106.21655272211386,39.96069639815399,9.04614978299847,-17.373962814595302,-166.62399288192864,-0.24798028,-0.1572521,-0.92384535,0.96938777,4.6424136,12.12041,1498.0,65.02,19.34412830651401,-57.13540729243618,-8.50227174528843,-12.429561259151384,0.4841818929417059,0.0820828657993701,0.2801822573543235,False,-624.9466422396201,-548.2970597220972,-118.52498727823507,288.09384660468254,-168.14146294266448,-168.14146294266448,13179.0,-106.2165494,39.96071,2018-06-19 20:09:02+00:00,2497.714,0.69,1.14,7.44,8.0,-11.71,-2.53,-0.24,GPS_Atti,0.0,0.0,18.0,38.0,4.0,False,0.0,0.11791576,flight03,1,0.09435219680080248
37.096,-106.2165555807229,39.96068597830103,9.13105012905844,-17.586064083098492,-166.59958096746146,-0.24784479,-0.14657229,-0.90408313,0.9488292,5.263128,12.156154,1503.0,65.02,19.563988331767327,-58.371952816195744,-8.764952817124117,-12.448221907037391,0.5200257421238348,0.0899721365818408,0.0304876387119293,False,-624.8424827376014,-548.4763239952279,-118.61245473584673,289.27782026720405,-168.12488189153538,-168.12488189153538,13219.0,-106.2165494,39.96071,2018-06-19 20:09:02+00:00,2497.714,0.69,1.14,7.44,8.0,-11.71,-2.53,-0.24,GPS_Atti,0.0,0.0,18.0,38.0,4.0,False,0.0,0.11791576,flight03,1,0.09333139527557727
37.184,-106.2165555807229,39.96068597830103,9.13105012905844,-17.586064083098492,-166.59958096746146,-0.24784479,-0.14657229,-0.90408313,0.9488292,5.263128,12.156154,1503.0,65.02,19.563988331767327,-58.371952816195744,-8.764952817124117,-12.448221907037391,0.5200257421238348,0.0899721365818408,0.0304876387119293,False,-624.8424827376014,-548.4763239952279,-118.61245473584673,289.27782026720405,-168.12488189153538,-168.12488189153538,13219.0,-106.2165494,39.96071,2018-06-19 20:09:02+00:00,2497.714,0.69,1.14,7.44,8.0,-11.71,-2.53,-0.24,GPS_Atti,0.0,0.0,18.0,38.0,4.0,False,0.0,0.11791576,flight03,1,0.09333139527557727
37.227,-106.21655863784896,39.96067501853422,8.461350153566256,-16.988459234565017,-166.817743826633,-0.25397342,-0.16846508,-1.0083159,1.053368,8.074192,12.180765,1494.0,65.01,18.767954041012626,-59.61212293830545,-9.02952410496798,-12.463245092566051,0.539834511349909,0.1154032927402881,0.0250042498111724,False,-624.7733310886426,-549.1186487422508,-118.55105620720492,290.5240335253398,-167.9316308767269,-167.9316308767269,13259.0,-106.2165494,39.96071,2018-06-19 20:09:02+00:00,2497.714,0.69,1.14,7.44,8.0,-11.71,-2.53,-0.24,GPS_Atti,0.0,0.0,18.0,38.0,4.0,False,0.0,0.11791576,flight03,1,0.09570721913289465
