clock_offset,imu_longitude,imu_latitude,imu_rel_height,roll,pitch,yaw,vel_north,vel_east,vel_down,vel_composite,vel_horizontal,yaw_UnWrapped,yaw360,imu_pos_north,imu_pos_east,imu_pos_down,imu_calc_height,imu_calc_lat,imu_calc_long,dist_travelled,gps_longitude,gps_latitude,gps_timestamp,gps_heightMSL,gps_vel_north,gps_vel_east,gps_vel_down,control_mode,motor_state
0.429,-106.21645362128368,39.96119404194355,-1.6176755937499363,1.1064775535953233,-2.1916771496534464,-117.8026675382875,0.008703623,-0.0032450943,0.04109267,0.042129457,0.0092889014203845,-117.8026675382875,242.1973324617125,0.0021550621201882,-0.0007831889367615474,0.0183808060621117,-0.0183808060621117,39.96119404533968,-106.21645370164325,227.32765454509945,-106.2164536,39.961194,2018-06-19 20:08:27+00:00,2485.659,-0.01,0.0,0.03,ASST_TAKEOFF,1.0
0.518,-106.21645362128368,39.96119404194355,-1.6176755937499363,1.1064775535953233,-2.1916771496534464,-117.8026675382875,0.008703623,-0.0032450943,0.04109267,0.042129457,0.0092889014203845,-117.8026675382875,242.1973324617125,0.0021550621201882,-0.0007831889367615474,0.0183808060621117,-0.0183808060621117,39.96119404533968,-106.21645370164325,227.32765454509945,-106.2164536,39.961194,2018-06-19 20:08:27+00:00,2485.659,-0.01,0.0,0.03,ASST_TAKEOFF,1.0
0.56,-106.21645361980887,39.9611940442364,-1.2768552812499363,1.0920993956949565,-2.1308503481913132,-117.8983748434956,0.0028996342,-0.0012831413,0.01890599,0.01917005,0.0031708563878514,-117.8983748434956,242.1016251565044,0.002759339413032,-0.0010190115114276,0.0215054311681228,-0.0215054311681228,39.961194050774075,-106.21645370441016,227.32793879915377,-106.2164536,39.961194,2018-06-19 20:08:27+00:00,2485.659,-0.01,0.0,0.03,ASST_TAKEOFF,1.0
0.602,-106.21645361980887,39.9611940442364,-1.2768552812499363,1.0920993956949565,-2.1308503481913132,-117.8983748434956,0.0028996342,-0.0012831413,0.01890599,0.01917005,0.0031708563878514,-117.8983748434956,242.1016251565044,0.002759339413032,-0.0010190115114276,0.0215054311681228,-0.0215054311681228,39.961194050774075,-106.21645370441016,227.32793879915377,-106.2164536,39.961194,2018-06-19 20:08:27+00:00,2485.665,-0.01,0.0,0.02,ASST_TAKEOFF,1.0
0.637,-106.21645360146329,39.9611940290593,-1.2663572343749363,1.100561170319835,-2.166210740823706,-117.82919205578654,-0.011467796,-0.004073608,0.01140815,0.016680842,0.0121698241633198,-117.82919205578654,242.17080794421344,0.0023131245745773,-0.0012979816364087,0.0230841384419022,-0.0230841384419022,39.961194046761165,-106.21645370768336,227.3302394092019,-106.2164536,39.961194,2018-06-19 20:08:27+00:00,2485.665,-0.01,0.0,0.02,ASST_TAKEOFF,1.0
0.728,-106.21645360146329,39.9611940290593,-1.2663572343749363,1.100561170319835,-2.166210740823706,-117.82919205578654,-0.011467796,-0.004073608,0.01140815,0.016680842,0.0121698241633198,-117.82919205578654,242.17080794421344,0.0023131245745773,-0.0012979816364087,0.0230841384419022,-0.0230841384419022,39.961194046761165,-106.21645370768336,227.3302394092019,-106.2164536,39.961194,2018-06-19 20:08:27+00:00,2485.665,-0.01,0.0,0.02,ASST_TAKEOFF,1.0
0.768,-106.21645360005552,39.96119402984421,-1.9003904374999363,1.1121940172120894,-2.0628989271447975,-117.85212456396124,-0.0036847594,0.0017467039,-1.0262593e-05,0.00407781,0.0040777967381577,-117.85212456396124,242.14787543603876,0.0015235436422607,-0.001419233746521,0.0236780682845161,-0.0236780682845161,39.9611940396603,-106.21645370910603,227.33038777731156,-106.2164536,39.961194,2018-06-19 20:08:27+00:00,2485.665,-0.01,0.0,0.02,ASST_TAKEOFF,1.0
0.811,-106.21645360005552,39.96119402984421,-1.9003904374999363,1.1121940172120894,-2.0628989271447975,-117.85212456396124,-0.0036847594,0.0017467039,-1.0262593e-05,0.00407781,0.0040777967381577,-117.85212456396124,242.14787543603876,0.0015235436422607,-0.001419233746521,0.0236780682845161,-0.0236780682845161,39.9611940396603,-106.21645370910603,227.33038777731156,-106.2164536,39.961194,2018-06-19 20:08:27+00:00,2485.664,0.01,0.0,0.02,ASST_TAKEOFF,1.0
0.846,-106.21645359746344,39.96119403208821,-1.3771970781249363,1.1223313873948415,-2.009814927153731,-117.86264523443592,-0.0103645995,-0.0007580834,0.003111571,0.01084811,0.010392286300729,-117.86264523443592,242.13735476556408,0.0007916632821469705,-0.0013677330413273,0.0238396263160343,-0.0238396263160343,39.96119403307834,-106.21645370850176,227.33072104290449,-106.2164536,39.961194,2018-06-19 20:08:27+00:00,2485.664,0.01,0.0,0.02,ASST_TAKEOFF,1.0
0.934,-106.21645359746344,39.96119403208821,-1.3771970781249363,1.1223313873948415,-2.009814927153731,-117.86264523443592,-0.0103645995,-0.0007580834,0.003111571,0.01084811,0.010392286300729,-117.86264523443592,242.13735476556408,0.0007916632821469705,-0.0013677330413273,0.0238396263160343,-0.0238396263160343,39.96119403307834,-106.21645370850176,227.33072104290449,-106.2164536,39.961194,2018-06-19 20:08:27+00:00,2485.664,0.01,0.0,0.02,ASST_TAKEOFF,1.0
0.977,-106.2164535964579,39.96119403420844,-1.7946775468749363,1.152495656134763,-1.9504760221010675,-117.84245552667926,0.0072857547,0.001648209,-0.0004717412,0.0074847415,0.007469860324271,-117.84245552667926,242.1575444733207,0.0006312284797438394,-0.0013213496940043,0.0239771845899436,-0.0239771845899436,39.961194031635515,-106.21645370795754,227.3309718955416,-106.2164536,39.961194,2018-06-19 20:08:27+00:00,2485.664,0.01,0.0,0.02,ASST_TAKEOFF,1.0
1.019,-106.2164535964579,39.96119403420844,-1.7946775468749363,1.152495656134763,-1.9504760221010675,-117.84245552667926,0.0072857547,0.001648209,-0.0004717412,0.0074847415,0.007469860324271,-117.84245552667926,242.1575444733207,0.0006312284797438394,-0.0013213496940043,0.0239771845899436,-0.0239771845899436,39.961194031635515,-106.21645370795754,227.3309718955416,-106.2164535,39.961194,2018-06-19 20:08:28+00:00,2485.667,-0.01,0.01,0.01,ASST_TAKEOFF,1.0
1.054,-106.216453586827,39.961194036475234,-2.0378416093749365,1.0831883135065394,-1.8874025519039397,-117.87724974206888,0.0119926445,6.6601206e-05,-0.0023538214,0.012221638,0.0119928294326092,-117.87724974206888,242.1227502579311,0.0016337428902595,-0.0012321762110705,0.02383024981558,-0.02383024981558,39.96119404065135,-106.21645370691124,227.3318305512631,-106.2164535,39.961194,2018-06-19 20:08:28+00:00,2485.667,-0.01,0.01,0.01,ASST_TAKEOFF,1.0
1.145,-106.216453586827,39.961194036475234,-2.0378416093749365,1.0831883135065394,-1.8874025519039397,-117.87724974206888,0.0119926445,6.6601206e-05,-0.0023538214,0.012221638,0.0119928294326092,-117.87724974206888,242.1227502579311,0.0016337428902595,-0.0012321762110705,0.02383024981558,-0.02383024981558,39.96119404065135,-106.21645370691124,227.3318305512631,-106.2164535,39.961194,2018-06-19 20:08:28+00:00,2485.667,-0.01,0.01,0.01,ASST_TAKEOFF,1.0
1.185,-106.21645358975424,39.96119404231809,-2.3337400468749365,1.1712829884555056,-1.994154762237019,-117.84236313928268,0.00972772,-0.000810042,-0.0025244944,0.010082548,0.0097613884259644,-117.84236313928268,242.15763686071733,0.0027655642619599,-0.0012709159936878,0.0235760468035,-0.0235760468035,39.961194050830066,-106.2164537073658,227.33252650219436,-106.2164535,39.961194,2018-06-19 20:08:28+00:00,2485.667,-0.01,0.01,0.01,ASST_TAKEOFF,1.0
1.227,-106.21645358975424,39.96119404231809,-2.3337400468749365,1.1712829884555056,-1.994154762237019,-117.84236313928268,0.00972772,-0.000810042,-0.0025244944,0.010082548,0.0097613884259644,-117.84236313928268,242.15763686071733,0.0027655642619599,-0.0012709159936878,0.0235760468035,-0.0235760468035,39.961194050830066,-106.2164537073658,227.33252650219436,-106.2164535,39.961194,2018-06-19 20:08:28+00:00,2485.671,0.01,0.01,0.01,ASST_TAKEOFF,1.0
1.262,-106.21645358993302,39.96119404465654,-1.6811521562499363,1.1302856998575894,-2.036482626877284,-117.87211672311643,0.008991631,0.0014792837,-0.000435879,0.009122921,0.0091125025655411,-117.87211672311643,242.12788327688355,0.003740149609495,-0.001236073273505,0.0234219209171033,-0.0234219209171033,39.96119405959472,-106.21645370695698,227.33278697150345,-106.2164535,39.961194,2018-06-19 20:08:28+00:00,2485.671,0.01,0.01,0.01,ASST_TAKEOFF,1.0
